Result,1,2,3,4,5
0,1.0,1.0,0.0,0.0,0.0
0,1.0,1.0,0.0,0.0,0.0
0,0.0,0.0,1.0,0.0,0.0
0,1.0,0.0,0.0,0.0,0.0
0,1.0,0.0,0.0,0.0,0.0
0,1.0,1.0,0.0,0.0,0.0
0,0.0,0.0,1.0,0.0,0.0
0,1.0,0.0,0.0,0.0,0.0
0,0.0,0.0,1.0,0.0,0.0
0,1.0,0.0,0.0,0.0,0.0
0,0.9166666666666666,0.6666666666666666,1.0,0.5,0.8333333333333334
0,1.0,0.8,0.0,0.7,0.7
0,0.5833333333333334,0.5,0.5833333333333334,0.5,1.0
